#data for gridsize=100 with 4X1 topology
#omega	  Wtime	       n      
1.000	      0.194709	2355 
1.900	      0.041364	220
1.910	      0.037918	194
1.920	      0.036900	165
1.930	      0.032486	131
1.934	      0.032996	125
1.936	      0.032805	130
1.940	      0.033853	142
1.960	      0.037410	206
1.980	      0.059543	419
