1 1 0.000237
1 2 0.000474
1 3 0.000712
1 4 0.000952
1 5 0.001192
1 6 0.001434
1 7 0.001678
1 8 0.001925
1 9 0.002174
1 10 0.002428
1 11 0.002683
1 12 0.002943
1 13 0.003205
1 14 0.003474
1 15 0.003744
1 16 0.004021
1 17 0.004301
1 18 0.004586
1 19 0.004875
1 20 0.005170
1 21 0.005467
1 22 0.005770
1 23 0.006074
1 24 0.006384
1 25 0.006695
1 26 0.007010
1 27 0.007325
1 28 0.007642
1 29 0.007957
1 30 0.008274
1 31 0.008586
1 32 0.008899
1 33 0.009204
1 34 0.009507
1 35 0.009800
1 36 0.010089
1 37 0.010366
1 38 0.010636
1 39 0.010891
1 40 0.011137
1 41 0.011365
1 42 0.011583
1 43 0.011781
1 44 0.011966
1 45 0.012129
1 46 0.012277
1 47 0.012402
1 48 0.012511
1 49 0.012596
1 50 0.012663
1 51 0.012706
1 52 0.012731
1 53 0.012731
1 54 0.012714
1 55 0.012671
1 56 0.012612
1 57 0.012528
1 58 0.012428
1 59 0.012305
1 60 0.012168
1 61 0.012008
1 62 0.011836
1 63 0.011643
1 64 0.011438
1 65 0.011216
1 66 0.010983
1 67 0.010735
1 68 0.010478
1 69 0.010208
1 70 0.009931
1 71 0.009642
1 72 0.009350
1 73 0.009046
1 74 0.008740
1 75 0.008426
1 76 0.008111
1 77 0.007788
1 78 0.007466
1 79 0.007139
1 80 0.006812
1 81 0.006482
1 82 0.006153
1 83 0.005821
1 84 0.005492
1 85 0.005161
1 86 0.004832
1 87 0.004502
1 88 0.004175
1 89 0.003847
1 90 0.003522
1 91 0.003197
1 92 0.002874
1 93 0.002550
1 94 0.002230
1 95 0.001909
1 96 0.001589
1 97 0.001270
1 98 0.000952
1 99 0.000634
1 100 0.000317
2 1 0.000474
2 2 0.000948
2 3 0.001424
2 4 0.001902
2 5 0.002383
2 6 0.002867
2 7 0.003356
2 8 0.003849
2 9 0.004349
2 10 0.004853
2 11 0.005366
2 12 0.005883
2 13 0.006411
2 14 0.006944
2 15 0.007489
2 16 0.008039
2 17 0.008602
2 18 0.009170
2 19 0.009751
2 20 0.010337
2 21 0.010936
2 22 0.011538
2 23 0.012152
2 24 0.012768
2 25 0.013395
2 26 0.014022
2 27 0.014657
2 28 0.015288
2 29 0.015925
2 30 0.016554
2 31 0.017185
2 32 0.017805
2 33 0.018422
2 34 0.019023
2 35 0.019618
2 36 0.020190
2 37 0.020752
2 38 0.021286
2 39 0.021805
2 40 0.022291
2 41 0.022757
2 42 0.023186
2 43 0.023591
2 44 0.023953
2 45 0.024288
2 46 0.024578
2 47 0.024837
2 48 0.025047
2 49 0.025225
2 50 0.025352
2 51 0.025446
2 52 0.025488
2 53 0.025496
2 54 0.025453
2 55 0.025376
2 56 0.025248
2 57 0.025089
2 58 0.024880
2 59 0.024642
2 60 0.024358
2 61 0.024046
2 62 0.023692
2 63 0.023313
2 64 0.022895
2 65 0.022457
2 66 0.021983
2 67 0.021493
2 68 0.020971
2 69 0.020437
2 70 0.019875
2 71 0.019304
2 72 0.018710
2 73 0.018109
2 74 0.017490
2 75 0.016867
2 76 0.016228
2 77 0.015589
2 78 0.014938
2 79 0.014288
2 80 0.013629
2 81 0.012972
2 82 0.012309
2 83 0.011650
2 84 0.010986
2 85 0.010328
2 86 0.009666
2 87 0.009010
2 88 0.008351
2 89 0.007699
2 90 0.007045
2 91 0.006396
2 92 0.005747
2 93 0.005103
2 94 0.004459
2 95 0.003819
2 96 0.003179
2 97 0.002542
2 98 0.001905
2 99 0.001269
2 100 0.000634
3 1 0.000710
3 2 0.001422
3 3 0.002135
3 4 0.002852
3 5 0.003573
3 6 0.004300
3 7 0.005031
3 8 0.005772
3 9 0.006519
3 10 0.007278
3 11 0.008043
3 12 0.008824
3 13 0.009611
3 14 0.010416
3 15 0.011228
3 16 0.012059
3 17 0.012898
3 18 0.013757
3 19 0.014623
3 20 0.015509
3 21 0.016401
3 22 0.017313
3 23 0.018228
3 24 0.019162
3 25 0.020096
3 26 0.021046
3 27 0.021992
3 28 0.022950
3 29 0.023899
3 30 0.024855
3 31 0.025796
3 32 0.026738
3 33 0.027658
3 34 0.028573
3 35 0.029458
3 36 0.030331
3 37 0.031166
3 38 0.031982
3 39 0.032752
3 40 0.033496
3 41 0.034187
3 42 0.034844
3 43 0.035442
3 44 0.036001
3 45 0.036494
3 46 0.036942
3 47 0.037320
3 48 0.037649
3 49 0.037904
3 50 0.038109
3 51 0.038237
3 52 0.038313
3 53 0.038312
3 54 0.038260
3 55 0.038131
3 56 0.037951
3 57 0.037698
3 58 0.037397
3 59 0.037025
3 60 0.036609
3 61 0.036127
3 62 0.035605
3 63 0.035022
3 64 0.034406
3 65 0.033733
3 66 0.033032
3 67 0.032282
3 68 0.031509
3 69 0.030692
3 70 0.029859
3 71 0.028988
3 72 0.028105
3 73 0.027191
3 74 0.026270
3 75 0.025323
3 76 0.024373
3 77 0.023402
3 78 0.022433
3 79 0.021447
3 80 0.020465
3 81 0.019470
3 82 0.018482
3 83 0.017484
3 84 0.016495
3 85 0.015499
3 86 0.014511
3 87 0.013519
3 88 0.012537
3 89 0.011551
3 90 0.010575
3 91 0.009597
3 92 0.008627
3 93 0.007656
3 94 0.006693
3 95 0.005729
3 96 0.004771
3 97 0.003813
3 98 0.002859
3 99 0.001904
3 100 0.000952
4 1 0.000947
4 2 0.001894
4 3 0.002846
4 4 0.003800
4 5 0.004761
4 6 0.005728
4 7 0.006706
4 8 0.007690
4 9 0.008689
4 10 0.009696
4 11 0.010721
4 12 0.011756
4 13 0.012812
4 14 0.013879
4 15 0.014969
4 16 0.016070
4 17 0.017197
4 18 0.018335
4 19 0.019499
4 20 0.020674
4 21 0.021874
4 22 0.023083
4 23 0.024316
4 24 0.025554
4 25 0.026814
4 26 0.028073
4 27 0.029350
4 28 0.030621
4 29 0.031903
4 30 0.033171
4 31 0.034444
4 32 0.035693
4 33 0.036939
4 34 0.038152
4 35 0.039352
4 36 0.040508
4 37 0.041643
4 38 0.042722
4 39 0.043771
4 40 0.044753
4 41 0.045696
4 42 0.046563
4 43 0.047381
4 44 0.048114
4 45 0.048792
4 46 0.049377
4 47 0.049900
4 48 0.050326
4 49 0.050685
4 50 0.050943
4 51 0.051131
4 52 0.051216
4 53 0.051231
4 54 0.051143
4 55 0.050987
4 56 0.050729
4 57 0.050405
4 58 0.049984
4 59 0.049502
4 60 0.048927
4 61 0.048297
4 62 0.047580
4 63 0.046815
4 64 0.045972
4 65 0.045087
4 66 0.044131
4 67 0.043141
4 68 0.042090
4 69 0.041011
4 70 0.039879
4 71 0.038728
4 72 0.037531
4 73 0.036322
4 74 0.035075
4 75 0.033822
4 76 0.032538
4 77 0.031253
4 78 0.029944
4 79 0.028638
4 80 0.027313
4 81 0.025995
4 82 0.024663
4 83 0.023341
4 84 0.022009
4 85 0.020688
4 86 0.019360
4 87 0.018044
4 88 0.016724
4 89 0.015416
4 90 0.014106
4 91 0.012807
4 92 0.011507
4 93 0.010217
4 94 0.008927
4 95 0.007645
4 96 0.006363
4 97 0.005088
4 98 0.003812
4 99 0.002541
4 100 0.001270
5 1 0.001182
5 2 0.002366
5 3 0.003553
5 4 0.004747
5 5 0.005945
5 6 0.007156
5 7 0.008373
5 8 0.009607
5 9 0.010850
5 10 0.012114
5 11 0.013389
5 12 0.014688
5 13 0.016001
5 14 0.017342
5 15 0.018697
5 16 0.020083
5 17 0.021484
5 18 0.022917
5 19 0.024365
5 20 0.025846
5 21 0.027339
5 22 0.028865
5 23 0.030399
5 24 0.031964
5 25 0.033531
5 26 0.035125
5 27 0.036715
5 28 0.038325
5 29 0.039922
5 30 0.041530
5 31 0.043115
5 32 0.044702
5 33 0.046254
5 34 0.047797
5 35 0.049291
5 36 0.050764
