200,50,0.036
200,100,0.052
200,200,0.081
200,300,0.110
400,100,0.123
400,300,0.299
400,500,0.473
400,1000,0.862
800,100,0.371
800,300,0.979
800,500,1.493
800,1000,2.787
800,2000,5.332
2000,100,1.810
2000,300,4.985
2000,500,8.360
2000,1000,16.162
2000,2000,31.886
3500,100,5.144
3500,300,14.766
3500,500,24.699
3500,1000,48.828
3500,2000,97.911
