
141,2,0.0407,0.0387

141,3,0.0407,0.0368

141,0,0.0407,0.0328

141,1,0.0407,0.0389

274,0,0.2339,0.2208

274,1,0.2339,0.2313

274,2,0.2339,0.2247

274,3,0.2339,0.2070

529,0,1.6415,1.5903

529,1,1.6415,1.5541

529,2,1.6415,1.5659

529,3,1.6415,1.5875
